priced_call_id,request_id,distributor_id,booking_id,priced_ts,ingest_ts,status_code,returned_products,currency
pc_bkg_500052_1,req_p_bkg_500052,dist_d,bkg_500052,2026-01-14T09:12:16Z,2026-01-14T08:44:07Z,200,"[{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500052_sup_ins_986"",""offer_price"":8.55,""commission_estimate"":7.54}]",USD
pc_bkg_500053_2,req_p_bkg_500053,dist_d,bkg_500053,2026-01-14T19:28:45Z,2026-01-14T07:26:03Z,500,[],USD
pc_bkg_500054_3,req_p_bkg_500054,dist_c,bkg_500054,2026-01-14T22:25:24Z,2026-01-14T16:23:22Z,500,[],USD
pc_bkg_500055_4,req_p_bkg_500055,dist_b,bkg_500055,2026-01-14T09:01:28Z,2026-01-14T18:32:20Z,500,[],USD
pc_bkg_500056_5,req_p_bkg_500056,dist_b,bkg_500056,2026-01-14T15:20:44Z,2026-01-14T15:09:20Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500056_sup_ref_730"",""offer_price"":24.37,""commission_estimate"":2.25},{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500056_sup_ins_438"",""offer_price"":15.39,""commission_estimate"":4.81}]",USD
pc_bkg_500057_6,req_p_bkg_500057,dist_c,bkg_500057,2026-01-14T11:12:29Z,2026-01-14T21:50:21Z,200,"[{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500057_sup_esim_546"",""offer_price"":34.07,""commission_estimate"":3.35},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500057_sup_bag_766"",""offer_price"":21.35,""commission_estimate"":4.73}]",USD
pc_bkg_500057_6_retry,req_p_bkg_500057,dist_c,bkg_500057,2026-01-14T11:12:32Z,2026-01-14T21:53:17Z,200,"[{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500057_sup_esim_546"",""offer_price"":34.07,""commission_estimate"":3.35},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500057_sup_bag_766"",""offer_price"":21.35,""commission_estimate"":4.73}]",USD
pc_bkg_500058_7,req_p_bkg_500058,dist_c,bkg_500058,2026-01-14T18:36:36Z,2026-01-14T22:08:14Z,200,"[{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500058_sup_esim_908"",""offer_price"":25.86,""commission_estimate"":6.42}]",USD
pc_bkg_500059_8,req_p_bkg_500059,dist_b,bkg_500059,2026-01-14T15:11:58Z,2026-01-14T22:15:58Z,200,"[{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500059_sup_ins_164"",""offer_price"":20.36,""commission_estimate"":6.55},{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500059_sup_esim_238"",""offer_price"":44.55,""commission_estimate"":3.75},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500059_sup_bag_702"",""offer_price"":11.01,""commission_estimate"":8.72}]",USD
pc_bkg_500060_9,req_p_bkg_500060,dist_d,bkg_500060,2026-01-14T10:10:29Z,2026-01-14T14:39:14Z,200,"[{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500060_sup_bag_295"",""offer_price"":28.94,""commission_estimate"":1.39}]",USD
pc_bkg_500061_10,req_p_bkg_500061,dist_b,bkg_500061,2026-01-14T20:01:11Z,2026-01-14T11:49:21Z,200,"[{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500061_sup_bag_140"",""offer_price"":9.92,""commission_estimate"":1.33}]",USD
pc_bkg_500062_11,req_p_bkg_500062,dist_b,bkg_500062,2026-01-14T20:27:11Z,2026-01-14T09:35:33Z,500,[],USD
pc_bkg_500063_12,req_p_bkg_500063,dist_b,bkg_500063,2026-01-14T09:26:57Z,2026-01-14T10:15:43Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500063_sup_ref_855"",""offer_price"":21.59,""commission_estimate"":1.18},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500063_sup_bag_599"",""offer_price"":18.13,""commission_estimate"":4.45}]",USD
