priced_call_id,request_id,distributor_id,booking_id,priced_ts,ingest_ts,status_code,returned_products,currency
pc_bkg_500001_1,req_p_bkg_500001,dist_a,bkg_500001,2026-01-10T06:20:46Z,2026-01-10T20:06:57Z,500,[],USD
pc_bkg_500002_2,req_p_bkg_500002,dist_b,bkg_500002,2026-01-10T10:50:58Z,2026-01-10T06:18:58Z,200,"[{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500002_sup_bag_957"",""offer_price"":7.43,""commission_estimate"":3.44},{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500002_sup_esim_634"",""offer_price"":37.26,""commission_estimate"":2.65}]",USD
pc_bkg_500003_3,req_p_bkg_500003,dist_c,bkg_500003,2026-01-10T06:25:57Z,2026-01-10T22:27:43Z,200,"[{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500003_sup_vip_784"",""offer_price"":22.36,""commission_estimate"":5.08},{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500003_sup_esim_967"",""offer_price"":35.41,""commission_estimate"":2.45},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500003_sup_bag_939"",""offer_price"":9.22,""commission_estimate"":4.9}]",USD
pc_bkg_500004_4,req_p_bkg_500004,dist_c,bkg_500004,2026-01-10T16:35:25Z,2026-01-10T08:46:29Z,200,"[{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500004_sup_ins_700"",""offer_price"":9.44,""commission_estimate"":6.03},{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500004_sup_ref_113"",""offer_price"":40.95,""commission_estimate"":8.98}]",USD
pc_bkg_500005_5,req_p_bkg_500005,dist_a,bkg_500005,2026-01-10T15:31:48Z,2026-01-10T13:34:30Z,200,"[{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500005_sup_vip_555"",""offer_price"":20.77,""commission_estimate"":4.69}]",USD
pc_bkg_500005_5_retry,req_p_bkg_500005,dist_a,bkg_500005,2026-01-10T15:31:51Z,2026-01-10T13:36:46Z,200,"[{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500005_sup_vip_555"",""offer_price"":20.77,""commission_estimate"":4.69}]",USD
pc_bkg_500006_6,req_p_bkg_500006,dist_b,bkg_500006,2026-01-10T06:16:51Z,2026-01-10T17:43:17Z,200,"[{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500006_sup_esim_732"",""offer_price"":8.44,""commission_estimate"":3.84},{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500006_sup_ins_190"",""offer_price"":9.23,""commission_estimate"":8.18},{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500006_sup_vip_914"",""offer_price"":26.9,""commission_estimate"":1.59}]",USD
pc_bkg_500007_7,req_p_bkg_500007,dist_d,bkg_500007,2026-01-10T06:20:16Z,2026-01-10T21:02:48Z,200,"[{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500007_sup_bag_754"",""offer_price"":30.81,""commission_estimate"":2.31},{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500007_sup_ins_529"",""offer_price"":8.51,""commission_estimate"":7.96}]",USD
pc_bkg_500007_7_retry,req_p_bkg_500007,dist_d,bkg_500007,2026-01-10T06:20:19Z,2026-01-10T21:05:59Z,200,"[{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500007_sup_bag_754"",""offer_price"":30.81,""commission_estimate"":2.31},{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500007_sup_ins_529"",""offer_price"":8.51,""commission_estimate"":7.96}]",USD
pc_bkg_500008_8,req_p_bkg_500008,dist_b,bkg_500008,2026-01-10T08:52:56Z,2026-01-10T07:48:33Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500008_sup_ref_894"",""offer_price"":38.59,""commission_estimate"":3.95},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500008_sup_bag_647"",""offer_price"":44.02,""commission_estimate"":5.14}]",USD
pc_bkg_500009_9,req_p_bkg_500009,dist_d,bkg_500009,2026-01-10T19:03:47Z,2026-01-10T10:29:42Z,500,[],USD
pc_bkg_500010_10,req_p_bkg_500010,dist_d,bkg_500010,2026-01-10T20:19:27Z,2026-01-10T06:10:33Z,200,"[{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500010_sup_vip_612"",""offer_price"":10.09,""commission_estimate"":6.81},{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500010_sup_ref_330"",""offer_price"":40.84,""commission_estimate"":3.72},{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500010_sup_esim_378"",""offer_price"":42.26,""commission_estimate"":2.95}]",USD
