priced_call_id,request_id,distributor_id,booking_id,priced_ts,ingest_ts,status_code,returned_products,currency
pc_bkg_500077_1,req_p_bkg_500077,dist_c,bkg_500077,2026-01-16T21:23:32Z,2026-01-16T17:10:29Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500077_sup_ref_247"",""offer_price"":30.95,""commission_estimate"":6.92}]",USD
pc_bkg_500078_2,req_p_bkg_500078,dist_d,bkg_500078,2026-01-16T21:41:13Z,2026-01-16T12:21:01Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500078_sup_ref_993"",""offer_price"":29.96,""commission_estimate"":3.1}]",USD
pc_bkg_500079_3,req_p_bkg_500079,dist_d,bkg_500079,2026-01-16T18:47:12Z,2026-01-16T06:04:47Z,200,"[{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500079_sup_vip_263"",""offer_price"":15.63,""commission_estimate"":7.9},{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500079_sup_ref_449"",""offer_price"":19.16,""commission_estimate"":6.38},{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500079_sup_bag_506"",""offer_price"":27.93,""commission_estimate"":8.27}]",USD
pc_bkg_500080_4,req_p_bkg_500080,dist_c,bkg_500080,2026-01-16T18:44:11Z,2026-01-16T19:11:20Z,200,"[{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500080_sup_vip_877"",""offer_price"":23.06,""commission_estimate"":3.73},{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500080_sup_ins_569"",""offer_price"":44.34,""commission_estimate"":6.72},{""supplier_id"":""sup_esim"",""product_type"":""esim"",""offer_id"":""off_bkg_500080_sup_esim_118"",""offer_price"":25.41,""commission_estimate"":6.0}]",USD
pc_bkg_500081_5,req_p_bkg_500081,dist_d,bkg_500081,2026-01-16T08:10:45Z,2026-01-16T09:08:21Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500081_sup_ref_869"",""offer_price"":15.61,""commission_estimate"":1.18},{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500081_sup_vip_171"",""offer_price"":25.77,""commission_estimate"":4.82}]",USD
pc_bkg_500082_6,req_p_bkg_500082,dist_b,bkg_500082,2026-01-16T21:47:30Z,2026-01-16T13:07:27Z,200,[],USD
pc_bkg_500082_6_retry,req_p_bkg_500082,dist_b,bkg_500082,2026-01-16T21:47:33Z,2026-01-16T13:10:57Z,200,[],USD
pc_bkg_500083_7,req_p_bkg_500083,dist_c,bkg_500083,2026-01-16T08:09:58Z,2026-01-16T20:37:34Z,200,"[{""supplier_id"":""sup_ref"",""product_type"":""refundability"",""offer_id"":""off_bkg_500083_sup_ref_351"",""offer_price"":12.4,""commission_estimate"":7.97},{""supplier_id"":""sup_vip"",""product_type"":""vip_support"",""offer_id"":""off_bkg_500083_sup_vip_372"",""offer_price"":35.91,""commission_estimate"":3.45},{""supplier_id"":""sup_ins"",""product_type"":""insurance"",""offer_id"":""off_bkg_500083_sup_ins_347"",""offer_price"":15.16,""commission_estimate"":6.45}]",USD
pc_bkg_500084_8,req_p_bkg_500084,dist_c,bkg_500084,2026-01-16T09:15:32Z,2026-01-16T15:00:51Z,500,[],USD
pc_bkg_500085_9,req_p_bkg_500085,dist_c,bkg_500085,2026-01-16T08:49:42Z,2026-01-16T22:41:50Z,200,"[{""supplier_id"":""sup_bag"",""product_type"":""baggage"",""offer_id"":""off_bkg_500085_sup_bag_971"",""offer_price"":19.04,""commission_estimate"":4.73}]",USD
